ID,Katakana text Translated,Sentiment
5289,RT @data_nerd: How Kraft Harnessed Data to Transform Marketing - A Q&amp;A with Kraft's VP of Media and Consumer Engagement Bob Rupc... http:/…,
5290,I added a video to a @YouTube playlist http://t.co/VGmKo5wwZ7 Mein Kraft: Season 2: Ep 1: NEW WORLD,
5291,Bacon-Onion Pinwheels Recipe - Kraft Recipes http://t.co/GlAdHmEctf,
5292,4 for $5 on Kraft dinner. Heck yea<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #macandcheeselover,
5293,@nytimes goodell and kraft had a talk and patriots win surprise no need to play now bill can take hidden cameras down and go home bitch,
5294,Another question from a recent satsang with Rahasya Fritjof Kraft: http://t.co/HdK66Zm0n8 http://t.co/IzSS2hKOpt,
5295,pizzalovebot: kraft_hannah Yeah I know you love pizza too. sigueme y te sigo,
5296,@alyicia_kraft ohmygod you &amp; those pickles <ed><U+00A0><U+00BD><ed><U+00B8><U+0091>,
5297,@gwinoo @KattHuang guys they use kraft cheese,
5298,"Leaving CVS with a box of Kraft mac n cheese and Russell Stover Valentine's ""preview"" chocolates cool I'm a bachelor now.",
5299,How Kraft Harnessed Data to Transform Marketing http://t.co/uWdqR4mlHN #marketing #seo,
5300,RT @jrsesay8: man I miss African food one can only eat so much kraft dinner,
5301,On a scale of Kraft to Velveeta how macaroni are my socks http://t.co/dcDnd0iDXH,
5302,@dg0370a @ProFootballTalk Can't wait to see @nflcommish hand the trophy to Kraft. Suck it.,
5303,@kraft_hannah Yeah I know you love pizza too.,
5304,@CBMac84 only on those days that I ate 2 boxes of Kraft Mac and Cheese.,
5305,"THE WORST QUESTION POSSIBLE TO ASK: ""who is your tweet about?""",
5306,RT @RonCantiveros: Ohhh Kraft Dinner. My bad I'll just follow the instructions on Sapporo Ichiban instant noodles! #WeNeverAteKD lol,
5307,@Robert15Jgod Who's winning in basketball?,
5308,RT @ThePromposals: Ask me with Nikes and it's an automatic yes <U+2714><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C> http://t.co/LzYcJ3qfZ9,
5309,It's come to a point where I've just stopped trying because there's no point,
5310,Sitting here at work eating a cup full of pickles haha whats wrong with me,
5311,RT @_averie1: while everyone's boo'd up on Valentine's Day I'll be working <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>,
5312,............All natural crunchy Kraft peanut butter is like crack that is all<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,
5313,@Stephey1999 call me,
5314,RT @Livvibabbyy14: if i could go back to 8th grade i would <ed><U+00A0><U+00BD><ed><U+00B8><U+0085>,
5315,@AlexConstancio Are you playing basketball ?,
5316,"@DannaBananas ""If i had a million dollars"" X 3 I'd buy this collection. Sadly I'll just eat kraft dinner instead.",
5317,RT @annayxo: My lips get so chapped in this weather<ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>,
5318,@StinkyEarl @MikeGiardi Would Kraft call out @985TheSportsHub? He's buddies w/ CBS CEO Les Moonves (it would be awesome if he did f- them),
5319,Mannnnnn that Kraft commercial just made me hungry as shit them BBQ ribs &amp; chicken off the grill,
5320,Congrats to Princeville softball's Jordan Kraft who signed with Lincoln Land today @jordankraft6 @JKratz23 http://t.co/Bq4W6JN0HU,
5321,I'm not using Kraft bbq sauce b,
5322,man I miss African food one can only eat so much kraft dinner,
5323,RT @c8suchy: “@WorldStarComedy: THIS SMOKE TORNADO CRAZY AF<ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> http://t.co/90vHMnnHUz”@tayy_shee18,
5324,RT @Its_North_West: The media won't show you this side of Kim &amp; Kanye tho http://t.co/MghyLzaNZE,
5325,Robert Kraft mugging for the camera w/ Roger Goodell after receiving the Lombardi Trophy. #thingsyouwontseeatSBXLIX,
5326,@Robert15Jgod Who's winning ?,
5327,RT @NielJacoby: @mcgee_gorgo I know Crumbelievable from those Kraft ads,
5328,@mcgee_gorgo I know Crumbelievable from those Kraft ads,
5329,I hope @cieraaa15 saw what I did with that tweet there <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>,
5330,RT @PCHSCrew: @PCNZOO no it's pretty nice! the sun shines a lot brighter over here anyway. <ed><U+00A0><U+00BD><ed><U+00B8><U+00B4>,
5331,@Chynelle_Kraft well they shouldnt.,
5332,@cieraaa15 WHAT?! <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>. I guess these things happen..<ed><U+00A0><U+00BD><ed><U+00B8><U+008F>,
5333,Padded envelope atau bubble mail kraft,
5334,RT @Caite_Janelle: Alright so no more winter informal.. But Sadies is coming up to! So girls gear up its almost time to ask the guys!,
5335,Apply now for fully funded 10 week summer program creating the future at @SingularityU with scholarships from @Google http://t.co/ynsSY0HCUO,
5336,@pizzalovebot same<ed><U+00A0><U+00BD><ed><U+00B1><U+0085>,
5337,How Kraft Harnessed Data to Transform Marketing http://t.co/tCu3Xvqtqa,
5338,@kraft_hannah Did you talk about pizza ? I LOVE PIZZA SO MUCH *^*,
5339,@Ipstenu Jawbone's mid-level fitness tracker thingy.,
5340,RT @peaceful_vibes_: I wish I knew then what I know now.,
5341,Remember when @bkravitz tried to assassinate the character of bob kraft and bill belichick then whined about people being mean to him? #nfl,
5342,@AustinMahone You should do a Austream <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008A>,
5343,@Chynelle_Kraft keaton doesnt like GEazy... is he even human?,
5344,RT @AustinMahone: Don't have to drive to court anymore just wake up and play <ed><U+00A0><U+00BC><ed><U+00BF><U+0080> http://t.co/zLzTNRXsFP,
5345,RT @DannyTanner: I don't smoke crack motherfucker I sell it http://t.co/auqvPpgrNq,
5346,"RT @21AshleyKay: ""@NDSPORTSCONFESS: ""Whoa rugby girls are cute"""" #squadgoals<ed><U+00A0><U+00BD><ed><U+00B8><U+0089> @ReeAnnC15 @DarbyD6 @allief97 @lovcik32 @sheaheid1092 @kraft_…",
5347,RT @laurynvictoriaa: I'm in one of those depressing music only moods lmao,
5348,I miss Stephano our European mob member in disguise as a bus driver <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+0094>,
5349,@PP_Rich_Hill especially when Kraft supported Goodell so much this year,
5350,"""@NDSPORTSCONFESS: ""Whoa rugby girls are cute"""" #squadgoals<ed><U+00A0><U+00BD><ed><U+00B8><U+0089> @ReeAnnC15 @DarbyD6 @allief97 @lovcik32 @sheaheid1092 @kraft_lauren @tristinn_l",
5351,RT @Manstagram_: Guys actually really like it when girls text first... Try it sometime.,
5352,Seahawks: NFL is treating us like criminals http://t.co/jiJuoW7hF9 via @247Sports Goodell and Kraft are behind it. Butt buddies,
5353,Robert Kraft had better be right #news,
5354,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/hTaBc4Iqhd,
5355,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/hTaBc4Iqhd #CookingUpGood,
5356,It doesn't even have to be kraft,
5357,Should I listen to my gut or is it resistance? http://t.co/BYFQ9Uopml on @bloglovin,
5358,RT @caseylynn333: Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/Uffok8bg60,
5359,RT @caseylynn333: Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/Uffok8bg60 #Cook…,
5360,"@chatham58 In hindsight did you accurately ""gauge"" if BB TB &amp; esp. Mr. Kraft would push back publicly? #AskRoger #HowDoYouLikeThemApples",
5361,RT @lnaha68: I got Bacon Wrapped Buffalo Chicken Bites http://t.co/y9xZJh66Yg! Find your @LoveMyPhilly #GameDay recipe,
5362,50 #000 Kraft Bubble Mailers Jewelry Envelopes #Kraft #BubbleMailers #Envelopes #ForSale #eBay http://t.co/nuBLGZgQ3l,
5363,"“@nfl: ""In our next lives a lot of people might want to be Gronk."" http://t.co/dcxk3kWlDF #SB49 http://t.co/y7afqBaEoS” saved me",
5364,I watched this video about Canadian Mac 'n cheese to american and I'm gonna import me some Kraft Dinner shit and see the difference fr,
5365,@CraigBunce @MikeReiss If I were Kraft I would blow the NFL up with a lawsuit. The NY hate has to end.,
5366,I'm going to wait RIGHT HERE for all of those who blamed Bill Belichek Tom Brady Robert Kraft,
5367,How Kraft Harnessed Data to Transform Marketing - A Q&amp;A with Kraft's VP of Media and Consumer Engagement Bob Rupc... http://t.co/ffY9Y4LjZn,
5368,@MikeReiss I wish Mr. Kraft would start a more fact based Sporting News station and hire you as a lead anchor. Would be best for us all.,
5369,Kraft and his butt buddy Goodell are behind this@Edwerderespn,
5370,the kardashian video gonna be on the internet for ever<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,
5371,The big homie Rob Kraft tbt <ed><U+00A0><U+00BC><ed><U+00BF><U+0084> http://t.co/TAAX5iGdRP,
5372,Who ever invented Kraft macaroni cups is such a genius,
5373,How Kraft Harnessed Data to Transform Marketing - A Q&amp;A with Kraft's VP of Media and Consumer Engagement Bob Rupc... http://t.co/G7VsHazfw1,
5374,kraft's macaroni &amp; cheese &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; any other brand,
5375,How Kraft Harnessed Data to Transform Marketing http://t.co/roItsZBkZF,
5376,How Kraft Harnessed Data to Transform Marketing http://t.co/Mo1UUreuCn,
5377,How Kraft Harnessed Data to Transform Marketing - A Q&amp;A with Kraft's VP of Media and Consumer Engagement Bob Rupc... http://t.co/bDJt9JpT6I,
5378,RT @DOPEITSDOM: Thinkin about how many pair of huaraches could I buy wit 51m,
5379,Kraft: Sherman 'very smart marketing whiz' - http://t.co/IKkLv3jBts #superbowl #marketing #brand,
5380,@Matt_Kraft_on ight,
5381,@Giiiaaa_ lemme see u try,
5382,Here at the @patriots welcome event @ScottyMcCreery meets up with Pats owner Robert Kraft. http://t.co/iRR3aPeMH1,
5383,@Matt_Kraft_on stop before I flex you tomorrow,
5384,That was on other fantastic dish. @ChefMPhillips made some good Kraft Dinner tonight.,
5385,RT @Billd1530: @chatham58 do you think that Bob Kraft will give you a recommendation for a new job? #AskRoger,
5386,@TheSewerDen Love that you used the TMNT Kraft Dinner for that soup! Yup definitely taking a day off tomorrow!,
5387,RT @_youhadonejob: Work smart not hard. http://t.co/A5GORYlHa2,
5388,adam_kraft on deck tonight.<ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B2><U+008B> #IndulgeInTheBulge #powerhouse #bulge #thenotsobeardedlady… http://t.co/2hOQMg4K6A,
5389,@OnAirMafia why doesn't anyone ask Kraft or Bill If Hernandez is found not guilty would they consider resigning him.,
5390,I eat an unhealthy amount of pizza and Kraft dinner,
5391,I started laughing when I Turned my Kraft to chedda,
5392,@Heather_Kraft what's your invention sister,
5393,@Ipstenu My Up24 alarm actually wakes me up (vs the phone) but agreed I wake up absolutely freaked out by my wrist vibrating.,
5394,RT @carlymarie_3: @meg__kraft ...and a bunch of Michael Kors things lol!,
5395,@BillSimmons Sounds like how the NFL destroyed the Spygate evidence. Goodell ain't gonna sell his boy Kraft down the river.,
5396,@carlymarie_3 CAR<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> you know me too well!!!,
5397,@meg__kraft ...and a bunch of Michael Kors things lol!,
5398,@RapSheet that's the @Patriots last defense. Bob Kraft should apologize for being a complete slimebag.,
5399,Someone bring me and oak a box of kraft Mac and cheese and milk. Thanks <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>,
5400,Ohhh Kraft Dinner. My bad I'll just follow the instructions on Sapporo Ichiban instant noodles! #WeNeverAteKD lol,
5401,Love is Brewing wedding favors tea http://t.co/t30pnibIZn #cute #love #shabbychic #country #bridalhour #shower http://t.co/oeKJQ3nCCI,
5402,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/Xr7k9Gm2Cp,
5403,@chatham58 #AskRoger Does Kraft know that you really did see the Ray Rice elevator video? Are you afraid he'll out you?,
5404,RT @sofyblu2: Homer Laughlin Kitchen Kraft Priscilla Open Jug Pitcher http://t.co/TGOTinNMwq http://t.co/OQfoWcI6of,
5405,Kraft Canada: New Printable Coupons Available! Save On Shake N ’ Bake MiO and Jell-O http://t.co/ij6ParGzzX,
5406,i'm single not in the sense i'm not dating anyone but i'm actually a slice of kraft cheese,
5407,@RonCantiveros 1) Make Kraft Dinner 2) Don't dump pasta into water 3) Done.,
5408,@sluttystteve okay i will hide the kraft from you,
5409,@moreavengersplz nice listen u have ur opinion just dont try to feed me kraft that's all i ask,
5410,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/cX378tzL14 #CookingUpGood,
5411,Hi @juliogarciaSA I know u don't do traffic but there is a lamppost in the fast lane of the N12 (west) highway after Kraft road,
5412,RT @HuffPostCanada: Watch Kraft Dinner DESTROY American mac 'n cheese (but we're a bit biased) http://t.co/tZqCjiG5Mx via @HuffPostCaLiv,
5413,Kraft mac n cheese is always the move,
5414,RT @CuranJohnson: tomorrow is gameday!! hope to see everyone @ north tomorrow @ 6:00! remember the theme is frat friday! http://t.co/Xy7Xw…,
5415,@boodetch Kraft who own Cadbury changed the chocolate in England. Hershey makes them in the USA. There is a big backlash in England,
5416,“@Matt_Kraft_on: i lost two m'f earrings in the past week what the fuck” bc ur trash,
5417,How Kraft Harnessed Data to Transform Marketing http://t.co/SZ9lxJSXA0,
5418,You're friends with Emma kraft? — Yeahhh http://t.co/j7xcPbj61u,
5419,RT @UpstreamPolicy: Brands like Dunkin Donuts Burger King KFC,
5420,"@mytoecold I see ur on that ""new home"" budget. Kraft is delicious so that doesn't seem like a problem. Or maybe u just like Mac and cheese.",
5421,Intentional Living Moment - Pastor Peter Kraft // Define Faith - Sermon Videos http://t.co/wVt0Dkk7op,
5422,Ebay Snipe RT<U+21BA>http://t.co/JO8gpTf3W3 Pop Open Flat Kraft Coin Wrappers Sorter Quarter Roll Paper Currency Value M <U+21BA>Please Favorite &amp;,
5423,How Kraft Harnessed Data to Transform Marketing http://t.co/3ltCX3zZBq,
5424,Bob Kraft wants an apology if the Pats are found innocent. Does the NFL owe the Patriots an apology? Tune into @OTPSportsTalk on Friday!,
5425,i lost two m'f earrings in the past week what the fuck,
5426,How Kraft Harnessed Data to Transform Marketing http://t.co/totfbbbcFa http://t.co/totfbbbcFa,
5427,"@bkravitz Goodell: ""I would like to apologize to my BFF Mr.Kraft for the inquisition into cheating allegations which are false (to me)""",
5428,I sincerely hope Robert Kraft goes after @DeanBlandino after he rids the @NFL of that disgrace Goddell. Scorched Earth.,
5429,How Kraft Harnessed Data to Transform Marketing http://t.co/hRq4BGScv2,
5430,How Kraft Harnessed Data to Transform Marketing on http://t.co/WNX5sLpQW5 #marketing #advertising,
5431,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/Uffok8bg60 #CookingUpGood,
5432,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/Uffok8bg60,
5433,RT @Webmarketing365: #webmarketing How Kraft Harnessed Data to Transform Marketing: A Q&amp;A with Kraft's VP of... http://t.co/BCnQTosJ35 http…,
5434,@dalton_dragon24 Kraft is the way to go,
5435,How Kraft Harnessed Data to Transform Marketing: A Q&amp;A with Kraft's VP of Media and Consumer Engagement Bob R... http://t.co/cOCIPWVt9X,
5436,How Kraft Harnessed Data to Transform Marketing http://t.co/gkXxyP6OlM,
5437,What doesn't kill you only makes you blonder <ed><U+00A0><U+00BD><ed><U+00B9><U+0086><ed><U+00A0><U+00BD><ed><U+00B1><U+00B8>,
5438,RT @Matthew1836: Robert Kraft &amp; Bill Belichick are among potential witnesses in the Aaron Hernandez Murder Trial. Wonder if they will lie …,
5439,@katienolan HOLD EVERYTHING...your allegiance is to the Patriots-Kraft is owner-you love mac-n-cheese-it all makes sense now. #Destiny,
5440,I sure the hell hope the #Patriots get that apology Kraft demanded because there's no way in hell the @nfl can pin #DeflateGate on them,
5441,@JStuartWolf @AmerUrological @UCSFUrology @dr_coops I'm a plebeian. Dr. Kraft a princess,
5442,"""When I was in jail they gave me cheerios and a slice of Kraft cheese""",
5443,RT @witchyhellbroth: @thotzizi u prob eat kraft mac n cheese with mayoonaise for dipping sauce u unswagged out dingbat,
